,CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED
1153,C106337,one,248.27586206896552,33373.0,0,19,282167.0,True,3,4,134.0,381,1,1.4,1,very_unsat,very_little,considering,0
1154,C115274,zero,214.28571428571428,37764.5,212,15,957054.0,False,2,2,134.0,173,28,2.3,5,very_unsat,high,perhaps,0
1155,C105243,one,452.513966480447,86364.0,79,0,259511.0,True,1,1,170.0,328,4,3.7,10,very_sat,little,considering,0
1156,C102440,one,61.708860759493646,43002.5,202,33,546053.0,True,3,2,175.0,216,28,2.3,1,very_unsat,high,considering,0
1157,C110962,zero,1290.0,65862.0,0,0,,True,2,4,169.0,757,0,4.3,8,very_sat,little,considering,0
1158,C103739,one,210.44776119402988,52037.5,0,57,844829.0,False,2,1,141.0,480,0,2.7,2,very_unsat,little,considering,1
1159,C114815,one,484.472049689441,71383.0,222,57,282577.0,True,1,4,198.0,382,10,6.2,1,avg,very_high,no,0
1160,C113565,one,126.0096930533118,19423.5,79,44,586549.0,True,2,2,92.0,210,3,3.6,1,very_unsat,little,actively_looking_into_it,0
1161,C102620,one,246.29878869448186,36924.0,73,57,314538.0,True,4,4,297.0,274,5,6.1,2,very_unsat,little,actively_looking_into_it,0
1162,C109941,one,1109.090909090909,40999.5,65,0,450265.0,True,3,4,169.0,275,4,5.1,9,very_sat,very_little,perhaps,0
1163,C104962,one,163.95864106351553,50309.0,47,53,767857.0,False,2,3,189.0,634,4,3.7,1,very_sat,little,actively_looking_into_it,0
1164,C106859,zero,1080.0,63614.0,0,24,288511.0,True,0,1,196.0,830,1,2.6,4,unsat,avg,actively_looking_into_it,0
1165,C114799,one,681.081081081081,39807.5,85,0,674199.0,False,1,4,200.0,331,4,3.2,15,unsat,very_high,never_thought,0
1166,C107842,one,1350.0,12838.0,0,0,645621.0,False,2,3,178.0,190,1,3.5,14,avg,very_little,no,0
1167,C115853,one,281.25,39614.5,220,0,866256.0,False,2,3,156.0,133,18,3.0,13,very_sat,very_high,perhaps,0
1168,C109011,zero,514.2857142857142,55659.5,0,11,299768.0,True,2,1,146.0,433,0,3.6,4,unsat,very_high,considering,0
1169,C113314,one,169.87951807228913,33363.0,0,73,248468.0,True,3,2,195.0,312,1,3.7,2,very_sat,very_little,considering,0
1170,C112359,one,630.0,44245.0,0,6,984146.0,False,0,3,156.0,283,1,2.1,4,very_unsat,very_little,actively_looking_into_it,0
1171,C110148,zero,1740.0,12784.0,0,5,520821.0,True,1,4,166.0,178,0,6.8,6,unsat,very_high,considering,0
1172,C108969,zero,93.75,31447.0,70,79,778250.0,False,4,2,226.0,229,4,4.0,1,very_unsat,very_high,actively_looking_into_it,0
1173,C114515,zero,506.75675675675683,52209.5,48,0,183156.0,True,4,2,102.0,311,5,1.5,14,avg,high,actively_looking_into_it,0
1174,C111343,one,1500.0,36076.5,0,0,477215.0,True,1,1,149.0,350,1,3.0,1,very_sat,very_little,actively_looking_into_it,1
1175,C111636,zero,317.14285714285717,24909.5,0,25,169232.0,True,4,2,136.0,140,0,2.7,1,very_unsat,very_little,considering,0
1176,C104612,one,840.0,19385.5,0,0,275870.0,True,1,3,224.0,248,1,3.8,15,very_unsat,high,considering,0
1177,C113004,one,689.9999999999999,25223.5,0,0,911969.0,False,5,4,142.0,581,0,2.3,8,very_sat,very_little,considering,0
1178,C107994,zero,152.28426395939084,42291.5,201,29,760393.0,False,2,3,119.0,171,16,2.0,2,avg,little,considering,0
1179,C100821,one,58.82352941176471,28273.5,56,66,768301.0,False,2,1,172.0,177,4,2.6,2,very_sat,very_little,actively_looking_into_it,0
1180,C108326,zero,1050.0,71377.5,0,0,183621.0,True,1,3,187.0,159,1,2.5,14,very_unsat,very_little,actively_looking_into_it,0
1181,C105775,zero,592.5925925925926,51281.5,62,0,590296.0,True,3,1,116.0,278,4,3.2,11,very_unsat,very_little,actively_looking_into_it,0
1182,C105349,zero,206.25,64964.5,160,22,,True,2,4,116.0,397,14,3.3,6,very_sat,little,no,0
1183,C101526,one,407.1428571428572,73604.5,180,7,869891.0,False,1,3,98.0,743,25,2.8,5,very_sat,very_high,never_thought,0
1184,C103850,one,300.9708737864077,41671.5,209,0,845905.0,False,1,2,124.0,216,10,4.1,12,sat,high,considering,0
1185,C106292,zero,990.0,19514.0,0,0,940885.0,False,1,4,171.0,376,0,2.3,4,very_unsat,very_high,actively_looking_into_it,0
1186,C110121,one,300.0,48533.5,0,19,303496.0,True,2,4,95.0,335,1,3.9,4,avg,very_high,no,0
1187,C108165,zero,200.55710306406684,77670.0,59,20,228845.0,True,2,1,149.0,446,5,1.4,4,sat,avg,no,0
1188,C115057,one,295.0819672131147,33222.5,83,22,929732.0,False,0,3,101.0,203,4,2.8,6,sat,little,considering,0
1189,C105889,one,674.4186046511627,47742.5,29,0,451898.0,True,0,4,196.0,294,5,3.9,13,very_unsat,little,actively_looking_into_it,0
1190,C115133,one,249.1349480968858,30832.0,79,11,195562.0,True,2,3,135.0,411,0,3.4,6,very_unsat,little,actively_looking_into_it,0
1191,C105052,zero,600.0,64564.0,0,18,297571.0,True,1,4,90.0,620,0,2.0,5,unsat,high,considering,0
1192,C114580,zero,539.9999999999999,44949.0,0,0,434803.0,True,1,4,178.0,295,4,2.8,10,very_unsat,little,considering,0
1193,C110283,zero,289.6551724137931,46443.0,0,19,329739.0,True,5,1,136.0,343,29,2.8,5,very_unsat,little,no,0
1194,C102592,one,593.5828877005348,81392.0,87,0,240805.0,True,3,1,162.0,532,5,4.7,13,very_sat,little,never_thought,0
1195,C109101,one,534.7826086956521,39940.0,0,13,991680.0,False,3,4,145.0,307,0,3.1,4,very_sat,little,considering,0
1196,C114635,zero,1200.0,38126.5,0,5,462182.0,True,1,3,197.0,347,1,4.0,4,very_sat,very_high,actively_looking_into_it,0
1197,C102306,one,814.2857142857142,29415.5,40,0,331136.0,True,0,2,144.0,345,5,3.8,8,very_sat,little,no,0
1198,C109798,one,389.61038961038963,64401.0,54,0,692355.0,False,2,1,110.0,691,1,2.0,10,very_unsat,very_little,considering,0
1199,C112628,one,119.99999999999996,39433.0,0,0,282069.0,True,0,1,121.0,294,1,1.4,12,sat,little,considering,0
1200,C102426,zero,271.52317880794703,43002.5,193,16,177566.0,True,3,3,136.0,242,23,2.1,6,avg,little,actively_looking_into_it,1
1201,C114067,one,445.94594594594605,89203.0,196,0,972085.0,False,1,1,245.0,836,15,3.4,11,very_unsat,high,actively_looking_into_it,0
1202,C110694,one,0.0,54490.0,184,48,220122.0,True,1,1,218.0,339,19,1.0,2,very_sat,little,considering,0
1203,C104860,zero,242.71844660194176,77333.0,209,0,526237.0,True,4,1,122.0,836,27,3.5,11,avg,little,actively_looking_into_it,0
1204,C103402,one,653.8461538461537,69984.0,56,0,849226.0,False,0,3,117.0,460,4,3.4,10,very_unsat,little,considering,0
1205,C105913,zero,443.78698224852064,43465.0,69,0,766355.0,False,2,1,120.0,307,3,2.5,13,very_unsat,little,considering,0
1206,C101723,one,630.0,32438.5,0,45,211182.0,True,1,1,107.0,353,1,2.1,1,very_unsat,very_high,actively_looking_into_it,1
1207,C115530,zero,368.75,79405.0,70,31,848954.0,False,2,4,141.0,691,4,4.9,1,very_unsat,very_little,considering,0
1208,C109199,one,292.6829268292683,43636.0,46,10,346983.0,True,3,2,135.0,384,18,1.4,5,very_unsat,very_little,no,0
1209,C107165,one,548.2758620689656,37205.5,0,19,186021.0,True,3,2,147.0,263,0,6.3,5,very_sat,little,considering,0
1210,C105309,zero,82.70676691729324,43668.0,68,63,202524.0,True,5,2,107.0,333,1,2.2,2,very_unsat,very_little,actively_looking_into_it,1
1211,C115714,zero,859.7560975609756,59823.0,64,29,319456.0,True,1,4,177.0,794,3,3.7,2,very_unsat,very_high,actively_looking_into_it,0
1212,C115120,one,144.99424626006902,17643.0,49,72,215463.0,True,3,2,172.0,173,4,4.2,2,very_sat,very_high,actively_looking_into_it,0
1213,C111509,one,225.0,51654.0,210,5,764766.0,False,2,4,240.0,377,16,2.7,6,unsat,very_little,never_thought,0
1214,C111652,zero,480.0,76060.5,0,31,270204.0,True,1,4,226.0,136,12,2.6,1,very_unsat,very_little,considering,0
1215,C108388,one,310.97560975609764,63518.0,228,88,281278.0,True,0,4,116.0,275,15,2.4,4,very_unsat,very_little,no,0
1216,C104492,zero,5.9405940594059405,44626.5,60,85,667048.0,False,2,1,225.0,395,4,1.2,2,unsat,little,no,0
1217,C109508,zero,624.0,50246.0,150,0,742166.0,False,1,2,159.0,362,16,4.2,15,very_sat,avg,considering,0
1218,C105464,one,289.6551724137931,91811.0,190,5,906036.0,False,1,1,104.0,416,16,2.8,6,unsat,high,never_thought,0
1219,C104791,one,145.9459459459459,25389.0,0,27,,True,2,2,109.0,318,0,2.8,1,unsat,little,considering,0
1220,C101553,zero,836.7346938775511,81461.5,47,47,532227.0,True,1,2,198.0,694,3,2.1,2,avg,little,considering,1
1221,C105924,one,145.03816793893128,50070.5,53,24,359909.0,True,3,1,182.0,440,5,0.9,6,very_unsat,very_high,actively_looking_into_it,0
1222,C100465,one,211.5384615384616,81414.0,56,55,245464.0,True,0,2,104.0,500,5,1.1,2,avg,little,considering,0
1223,C105770,one,509.433962264151,45165.0,59,27,271917.0,True,0,1,98.0,282,5,2.7,2,very_unsat,very_little,considering,1
1224,C107537,zero,369.23076923076917,36633.0,0,16,653428.0,False,5,2,210.0,308,1,3.2,4,unsat,very_high,considering,0
1225,C106266,one,236.08445297504795,91382.5,251,17,225177.0,True,2,1,175.0,185,15,2.1,4,unsat,very_high,no,1
1226,C107780,zero,1290.0,24156.5,0,59,523256.0,True,1,3,191.0,172,1,3.3,1,unsat,very_high,considering,0
1227,C111166,zero,277.0700636942675,55429.0,214,0,,True,2,4,108.0,347,16,3.9,10,very_sat,very_high,considering,0
1228,C114365,zero,258.62068965517244,27715.5,0,77,893153.0,False,3,2,173.0,255,4,7.5,2,very_sat,very_high,no,0
1229,C103421,one,1560.0,62650.0,0,42,778265.0,False,0,2,147.0,498,1,4.2,2,very_unsat,avg,actively_looking_into_it,0
1230,C104065,one,196.078431372549,26690.5,53,85,502302.0,True,1,3,98.0,744,4,2.0,1,very_sat,little,no,0
1231,C106739,one,451.92307692307685,90465.5,212,0,227447.0,True,1,2,136.0,782,25,2.7,12,avg,very_high,perhaps,1
1232,C115333,one,107.36842105263159,28972.0,0,85,390569.0,True,4,3,105.0,275,23,2.4,2,avg,very_little,considering,1
1233,C106029,zero,1590.0,68620.5,0,35,620525.0,False,1,4,166.0,898,0,3.3,2,unsat,little,considering,1
1234,C108746,one,327.790973871734,81814.5,151,17,770164.0,False,2,1,128.0,771,4,3.6,6,very_unsat,little,considering,0
1235,C100197,zero,1710.0,16337.5,0,12,916741.0,False,1,3,127.0,229,1,4.7,4,avg,little,no,0
1236,C115178,one,332.14285714285717,19202.5,0,18,902118.0,False,4,2,180.0,179,1,2.1,5,very_unsat,little,never_thought,0
1237,C112107,zero,148.3679525222552,50369.0,61,85,749454.0,False,2,3,122.0,271,4,4.0,1,unsat,little,actively_looking_into_it,0
1238,C115010,zero,267.32673267326743,30581.5,203,0,762434.0,False,3,4,190.0,164,19,3.7,14,very_sat,very_little,considering,0
1239,C107432,zero,423.0769230769232,68339.5,212,0,604574.0,False,3,4,134.0,334,26,3.4,8,unsat,little,actively_looking_into_it,0
1240,C102822,zero,310.3448275862069,40526.5,45,0,545680.0,True,4,2,252.0,285,4,2.5,15,very_sat,very_high,actively_looking_into_it,0
1241,C109640,zero,214.92537313432842,102207.5,235,0,642358.0,False,1,1,135.0,450,21,3.4,15,sat,very_high,no,0
1242,C113420,one,311.68831168831167,35670.0,55,23,463276.0,True,2,3,104.0,260,5,3.0,6,unsat,very_high,actively_looking_into_it,0
1243,C100201,zero,10.676156583629894,48151.0,232,23,752622.0,False,3,4,169.0,165,16,1.2,5,very_unsat,little,considering,0
1244,C111640,zero,343.51145038167937,37559.0,162,0,241573.0,True,1,4,133.0,190,17,2.0,14,unsat,very_high,considering,1
1245,C112283,zero,206.25,16293.0,0,22,611090.0,False,5,2,98.0,228,0,1.2,6,avg,little,considering,0
1246,C113293,zero,500.0,35809.0,0,8,216953.0,True,2,4,198.0,254,0,4.0,6,very_sat,little,no,0
1247,C114539,zero,225.00000000000009,59759.0,0,18,219501.0,True,5,4,162.0,741,0,2.1,6,very_unsat,very_little,no,0
1248,C113852,one,1920.0,51302.5,0,0,984481.0,False,4,1,160.0,753,0,7.4,11,sat,little,considering,0
1249,C110535,zero,2700.0,17233.5,0,0,266852.0,True,3,2,169.0,179,0,9.0,8,very_unsat,little,actively_looking_into_it,0
1250,C110608,one,250.00000000000003,55699.0,0,20,983363.0,False,4,3,147.0,826,1,2.5,6,avg,very_high,no,0
1251,C100452,zero,276.0290556900726,22064.0,63,25,248312.0,True,2,3,123.0,180,5,3.8,2,very_unsat,little,actively_looking_into_it,1
1252,C112580,zero,585.3658536585367,22076.0,0,31,968595.0,False,4,3,91.0,221,1,8.0,5,unsat,little,no,0
1253,C105815,one,909.090909090909,69353.5,65,6,227246.0,True,0,1,167.0,627,4,5.0,4,very_sat,very_high,actively_looking_into_it,0
1254,C110461,one,630.0,13212.0,0,15,710513.0,False,1,4,122.0,164,0,2.1,6,very_unsat,very_high,actively_looking_into_it,0
1255,C111011,zero,39.473684210526315,62846.5,52,55,807586.0,False,1,2,138.0,465,5,1.2,2,very_unsat,very_high,considering,0
1256,C110258,zero,390.9090909090909,56690.5,0,23,866787.0,False,3,4,100.0,864,0,4.3,5,avg,high,actively_looking_into_it,0
1257,C113440,one,427.29970326409483,42119.0,237,0,244398.0,True,5,2,177.0,212,16,2.8,12,avg,little,actively_looking_into_it,1
1258,C107722,zero,151.8987341772152,29415.0,57,8,292367.0,True,2,4,127.0,187,4,1.2,5,sat,very_little,actively_looking_into_it,0
1259,C106719,zero,90.0,63198.0,0,70,584521.0,True,3,4,244.0,140,5,1.4,2,very_unsat,high,actively_looking_into_it,0
1260,C110667,one,537.6344086021506,59494.5,179,13,791403.0,False,1,4,92.0,275,26,5.0,4,avg,very_little,never_thought,0
1261,C110926,zero,331.0344827586207,15517.0,0,19,435670.0,True,5,1,150.0,132,0,2.2,1,very_sat,little,considering,0
1262,C102326,one,146.15384615384613,69678.5,290,65,165385.0,True,1,4,181.0,352,10,1.9,2,unsat,little,considering,0
1263,C103041,one,193.4426229508197,30321.5,35,78,777336.0,False,2,3,102.0,302,5,4.9,1,unsat,very_little,actively_looking_into_it,0
1264,C104441,one,140.625,27729.5,0,22,191161.0,True,2,2,139.0,367,1,2.5,6,very_sat,little,considering,0
1265,C106566,one,223.80952380952385,38194.5,0,53,912381.0,False,2,4,152.0,328,0,4.7,1,very_unsat,little,considering,0
1266,C112531,one,630.0,34335.0,0,0,484755.0,True,0,2,189.0,319,1,2.1,14,very_unsat,little,considering,0
1267,C104838,one,75.0,11394.5,0,78,451335.0,True,3,2,255.0,180,1,3.2,13,very_sat,very_high,no,0
1268,C106669,zero,1710.0,11092.5,0,0,303674.0,True,1,1,178.0,217,5,3.7,11,very_unsat,little,perhaps,1
1269,C105429,zero,1020.0,24411.5,0,0,871163.0,False,3,1,127.0,169,0,3.4,10,very_unsat,high,actively_looking_into_it,0
1270,C112315,one,1140.0,50735.0,0,59,298732.0,True,1,1,161.0,421,1,2.8,2,very_sat,very_high,no,0
1271,C107712,zero,166.66666666666669,20037.0,52,46,874296.0,False,4,1,134.0,189,3,2.4,1,unsat,little,considering,0
1272,C103925,one,716.6666666666665,74852.5,0,8,928895.0,False,3,1,133.0,680,0,4.3,2,unsat,high,considering,0
1273,C105340,zero,102.23266745005877,39506.5,191,56,287165.0,True,3,4,152.0,191,26,2.9,2,unsat,little,actively_looking_into_it,0
1274,C104466,zero,73.39449541284405,77484.0,227,21,225390.0,True,1,2,114.0,686,10,1.8,6,unsat,very_high,considering,0
1275,C101821,zero,900.0,22600.5,0,0,841177.0,False,2,4,82.0,160,1,4.0,15,unsat,avg,actively_looking_into_it,0
1276,C101677,zero,1320.0000000000002,29801.5,0,52,278473.0,True,1,2,182.0,335,1,3.4,1,very_unsat,little,considering,0
1277,C101739,zero,659.5744680851063,41261.5,41,0,770039.0,False,2,3,195.0,202,3,2.1,15,sat,little,never_thought,0
1278,C102820,zero,309.0909090909091,82376.0,65,0,,True,1,2,103.0,406,4,1.7,9,sat,little,considering,0
1279,C101357,zero,234.9397590361445,31472.0,66,23,844298.0,False,1,2,197.0,214,3,2.3,6,avg,avg,considering,0
1280,C105766,zero,332.3615160349854,47031.5,243,19,267641.0,True,0,2,194.0,148,28,2.8,4,very_sat,very_little,no,0
1281,C112647,zero,720.0,57349.0,0,0,,True,1,1,81.0,444,19,3.4,8,sat,little,no,0
1282,C100889,zero,0.0,39512.5,0,0,869070.0,False,2,3,114.0,361,1,0.9,8,very_unsat,very_high,considering,0
1283,C101322,zero,141.65261382799326,94736.0,216,87,493867.0,True,2,1,131.0,749,11,3.6,2,very_unsat,little,considering,1
1284,C115646,zero,267.85714285714283,66408.0,68,0,851581.0,False,2,4,144.0,310,3,2.5,15,very_unsat,little,actively_looking_into_it,0
1285,C111378,zero,143.25842696629212,56599.5,122,49,356549.0,True,3,1,110.0,396,18,2.4,2,very_unsat,very_high,considering,1
1286,C104504,zero,261.82965299684554,58355.0,61,79,617497.0,False,4,4,128.0,169,3,9.3,2,very_unsat,very_high,actively_looking_into_it,0
1287,C103469,one,538.2059800664451,66303.0,201,14,225199.0,True,1,4,263.0,348,0,5.4,6,unsat,very_high,no,1
1288,C114241,one,424.6575342465753,36090.0,119,0,370402.0,True,2,1,115.0,212,14,1.1,4,unsat,little,actively_looking_into_it,1
1289,C108323,zero,131.78294573643413,29349.0,57,23,,True,2,2,173.0,142,20,2.7,1,very_sat,high,considering,0
1290,C114588,zero,1161.2903225806454,81956.5,86,0,234885.0,True,4,2,255.0,197,4,6.2,11,very_sat,little,actively_looking_into_it,0
1291,C103393,one,840.0,30347.5,0,0,485052.0,True,3,1,148.0,381,1,2.8,2,very_unsat,high,actively_looking_into_it,0
1292,C105886,zero,1350.0,14153.0,0,0,,True,4,1,111.0,224,1,4.5,14,very_unsat,little,considering,0
1293,C111133,one,731.25,47308.5,0,6,623819.0,False,2,3,145.0,389,0,4.9,6,very_unsat,very_little,no,0
1294,C102764,zero,319.2307692307693,23106.5,0,68,251789.0,True,3,4,105.0,238,0,8.3,1,very_sat,very_little,no,0
1295,C102642,zero,491.2280701754385,64292.0,71,0,204766.0,True,1,4,163.0,814,5,1.8,14,very_unsat,little,actively_looking_into_it,0
1296,C112480,zero,584.9056603773586,20325.0,59,11,851182.0,False,0,2,243.0,201,4,3.1,4,very_unsat,little,actively_looking_into_it,0
1297,C108255,zero,960.0,45083.0,0,0,905261.0,False,0,2,213.0,722,1,2.2,12,sat,very_high,no,0
1298,C113997,zero,379.21348314606735,38005.5,56,20,965316.0,False,2,4,159.0,256,4,3.5,6,avg,little,no,0
1299,C110507,one,750.0,12725.0,0,12,934737.0,False,1,2,240.0,166,4,3.5,5,avg,very_high,no,0
1300,C107594,one,870.0,66608.5,0,47,,True,1,2,119.0,619,0,3.9,2,avg,very_high,perhaps,0
1301,C101588,zero,112.44979919678715,68184.5,87,56,592651.0,True,4,4,138.0,669,4,1.8,2,very_unsat,very_high,no,0
1302,C111265,zero,47.26890756302521,53651.0,62,79,954253.0,False,2,1,141.0,370,4,2.5,2,very_unsat,very_high,actively_looking_into_it,0
1303,C113761,one,240.0,34425.0,0,0,550218.0,True,2,3,119.0,338,0,1.8,11,very_sat,very_high,no,0
1304,C115316,one,1290.0,79441.0,0,11,,True,0,4,167.0,865,0,3.3,4,very_unsat,little,considering,0
1305,C105045,zero,340.9090909090909,46176.5,54,11,918883.0,False,3,1,169.0,436,5,2.0,5,unsat,high,considering,0
1306,C103414,one,1021.7391304347827,33549.0,38,20,187139.0,True,1,3,185.0,257,5,3.7,6,very_unsat,very_little,no,0
1307,C107168,one,249.1694352159469,60171.5,201,42,,True,0,3,72.0,367,0,2.5,2,avg,very_little,actively_looking_into_it,0
1308,C100195,zero,614.0350877192983,30002.0,71,76,352621.0,True,1,2,163.0,132,5,3.5,2,very_sat,very_high,no,0
1309,C100361,zero,53.892215568862284,37951.0,67,0,960572.0,False,1,3,160.0,323,4,1.3,9,avg,very_high,never_thought,0
1310,C103952,zero,150.0,20380.5,0,22,161727.0,True,3,2,154.0,237,0,1.6,4,very_unsat,very_high,never_thought,1
1311,C107207,zero,466.88741721854296,100065.5,202,0,691199.0,False,3,2,115.0,676,27,3.7,10,very_unsat,very_little,considering,1
1312,C111227,zero,89.71962616822431,45489.5,215,22,676907.0,False,2,4,190.0,196,4,1.6,6,very_sat,little,considering,0
1313,C106205,one,303.27868852459017,25201.5,36,23,689649.0,False,2,3,191.0,134,4,2.7,4,very_sat,little,considering,0
1314,C100463,one,244.44444444444446,52389.0,0,17,711212.0,False,3,3,126.0,746,1,1.2,5,avg,little,perhaps,0
1315,C111941,zero,167.78523489932888,30789.5,67,28,646495.0,False,3,3,150.0,237,4,2.5,2,unsat,little,never_thought,0
1316,C114818,one,285.7142857142857,55575.0,152,34,830114.0,False,1,3,180.0,356,15,2.4,1,unsat,very_high,considering,0
1317,C104561,zero,929.9999999999997,52914.5,0,10,162416.0,True,0,3,117.0,841,0,4.1,6,very_unsat,very_high,considering,0
1318,C111537,zero,107.62331838565024,28904.5,59,51,894443.0,False,2,4,151.0,201,4,2.4,2,very_unsat,little,no,0
1319,C106743,one,840.0,17047.0,0,44,,True,0,2,131.0,288,1,1.8,1,unsat,little,no,0
1320,C107397,one,420.0,56590.5,0,0,391341.0,True,4,4,169.0,531,0,2.4,12,very_sat,very_little,considering,0
1321,C111864,zero,2370.0,26827.0,0,0,798762.0,False,4,3,125.0,363,0,7.9,9,very_unsat,little,considering,0
1322,C101159,one,72.00000000000001,20499.5,0,65,725706.0,False,3,4,196.0,209,1,1.8,2,very_sat,very_high,actively_looking_into_it,0
1323,C106579,one,731.25,77466.5,0,6,,True,3,1,159.0,632,1,2.9,4,very_sat,very_high,actively_looking_into_it,0
1324,C109604,zero,960.0,76650.0,0,0,788611.0,False,3,2,95.0,896,0,2.2,12,unsat,very_high,actively_looking_into_it,0
1325,C105958,zero,108.80829015544045,42045.0,239,24,709763.0,False,2,1,193.0,160,4,2.1,5,avg,little,no,0
1326,C107197,zero,1170.0,22547.0,0,0,668409.0,False,1,4,177.0,182,1,2.9,9,very_sat,little,considering,0
1327,C101526,one,407.1428571428572,73604.5,180,7,869891.0,False,1,3,98.0,743,25,2.8,5,very_sat,very_high,never_thought,0
1328,C101107,zero,62.0689655172414,51080.0,0,77,538033.0,True,4,4,159.0,424,27,1.8,2,very_sat,very_high,no,0
1329,C115389,zero,1229.9999999999998,22582.5,0,0,873781.0,False,3,4,125.0,163,0,3.1,14,very_unsat,little,no,0
1330,C114494,zero,568.0473372781065,21007.0,69,0,666560.0,False,2,1,206.0,142,4,2.2,12,very_sat,little,considering,0
1331,C105159,one,504.09836065573774,32975.5,144,0,876897.0,False,0,3,104.0,165,14,4.1,8,very_unsat,little,considering,0
1332,C104232,one,1080.0,42548.0,0,15,272302.0,True,1,3,177.0,277,0,3.6,4,sat,little,perhaps,0
1333,C114015,one,559.322033898305,23927.0,77,0,463545.0,True,3,1,198.0,138,3,3.3,12,very_unsat,very_little,considering,0
1334,C113927,zero,1393.5483870967746,30861.5,55,0,889647.0,False,2,3,267.0,287,4,6.2,12,very_unsat,very_high,actively_looking_into_it,0
1335,C104720,one,300.0,39284.0,60,0,203126.0,True,1,2,240.0,365,3,2.6,9,very_unsat,little,no,0
1336,C114163,one,795.6521739130438,43971.5,0,13,295755.0,True,3,1,171.0,271,1,7.1,4,very_unsat,very_high,considering,0
1337,C109316,one,960.0,66369.0,0,0,684236.0,False,2,3,120.0,652,0,3.2,8,very_unsat,very_little,considering,0
1338,C109508,zero,624.0,50246.0,150,0,742166.0,False,1,2,159.0,362,16,4.2,15,very_sat,avg,considering,0
1339,C112001,zero,720.0,11057.0,0,0,649945.0,False,3,4,96.0,185,0,3.4,11,very_unsat,little,no,0
1340,C114425,one,546.2686567164178,63615.5,235,0,170474.0,True,3,2,109.0,290,19,7.1,10,unsat,little,considering,0
1341,C108374,zero,53.76344086021506,97537.0,179,0,712473.0,False,2,2,150.0,519,12,1.5,1,unsat,high,considering,0
1342,C107344,zero,825.0,59927.0,0,10,199373.0,True,2,3,209.0,418,1,4.5,2,very_unsat,little,considering,0
1343,C111190,zero,1229.9999999999998,33046.5,0,0,335960.0,True,2,1,194.0,271,0,3.1,9,sat,little,considering,0
1344,C100192,one,200.74349442379184,60117.0,169,57,865878.0,False,1,3,237.0,333,0,2.8,2,very_unsat,high,considering,0
1345,C103574,one,218.91058581706062,62333.0,183,69,838032.0,False,4,2,136.0,380,27,6.1,2,very_sat,little,actively_looking_into_it,0
1346,C114531,one,840.0,15680.0,0,62,763915.0,False,0,1,297.0,158,0,1.8,1,avg,high,no,0
1347,C103909,zero,70.3125,14137.5,0,54,325794.0,True,2,3,152.0,155,0,2.5,1,very_unsat,little,considering,0
1348,C103231,zero,216.60649819494583,46960.5,47,13,374267.0,True,2,3,105.0,281,3,3.0,1,very_unsat,high,no,0
1349,C103768,one,689.9999999999999,56583.5,0,24,841928.0,False,1,4,96.0,429,0,3.3,4,very_unsat,little,no,0
1350,C107212,one,810.8108108108107,41825.5,48,56,745968.0,False,1,3,170.0,308,4,3.0,1,unsat,high,actively_looking_into_it,0
1351,C100562,zero,769.736842105263,22022.5,52,0,223437.0,True,3,1,96.0,287,4,2.9,12,very_sat,little,never_thought,0
1352,C100150,one,111.11111111111113,61298.5,197,6,805908.0,False,0,4,134.0,289,28,1.1,4,very_unsat,little,considering,1
1353,C103725,zero,689.9999999999999,35817.5,0,5,224670.0,True,1,3,104.0,203,1,2.3,4,unsat,little,actively_looking_into_it,0
1354,C105340,zero,102.23266745005877,39506.5,191,56,287165.0,True,3,4,152.0,191,26,2.9,2,unsat,little,actively_looking_into_it,0
1355,C111848,one,682.7586206896552,15658.0,45,51,897124.0,False,1,4,98.0,245,4,4.3,1,very_unsat,very_little,perhaps,0
1356,C113682,zero,1074.3243243243244,57256.5,48,0,873921.0,False,3,2,135.0,575,5,5.3,5,very_sat,little,actively_looking_into_it,0
1357,C114423,zero,1039.2156862745098,42247.5,53,20,243702.0,True,0,3,129.0,415,5,4.3,4,very_unsat,very_high,considering,0
1358,C104040,zero,186.335403726708,67439.0,222,0,730632.0,False,3,2,139.0,532,29,2.0,4,very_unsat,very_high,considering,0
1359,C106307,one,1080.0,12854.5,0,5,663577.0,False,2,4,114.0,180,1,5.4,6,avg,very_little,considering,0
1360,C111470,one,870.0,72516.0,0,27,237232.0,True,1,3,157.0,501,1,3.9,1,unsat,high,never_thought,0
1361,C112688,one,1830.0,28662.5,0,0,530423.0,True,4,2,145.0,315,1,6.1,14,very_sat,very_high,considering,0
1362,C104168,one,240.0,19491.5,0,47,491797.0,True,0,2,286.0,237,1,1.8,2,unsat,very_high,considering,0
1363,C109729,one,529.4117647058823,25485.0,0,7,386451.0,True,2,2,108.0,360,0,2.0,5,very_unsat,little,considering,0
1364,C110867,one,1230.769230769231,64516.5,56,0,224172.0,True,3,1,156.0,492,3,4.4,15,very_unsat,little,actively_looking_into_it,1
